10,7234967,39398032,104362,12637850,5,5,0.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,5962389,39469126,33268,13910428,5,4,6.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,6157847,39431395,70999,13714970,5,5,0.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,17980450,29700148,9802246,1892367,5,5,9.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,8906425,38915002,587392,10966392,4,5,30.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,7199924,39478081,24313,12672893,5,4,18.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,8327996,39393708,108686,11544821,5,5,6.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,13851145,39010332,492062,6021672,4,4,114.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,5441235,39465237,37157,14431582,5,5,0.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,4741902,39489969,12425,15130915,2,2,12.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,7034668,39345099,157295,12838149,4,4,3.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,3692086,39472047,30347,16180731,3,2,63.1,2301201140,LC08_L1TP_003052_20160120_20170405_01_T1
10,31440825,39676452,3815467,3939317,5,5,0.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,32677050,39414915,4077004,2703092,4,5,30.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,30656413,39772498,3719421,4723729,5,5,0.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,34862874,39564978,3926941,517268,5,5,9.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,29161036,40687064,2804855,6219106,5,4,6.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,29719258,41203020,2288899,5660884,5,4,18.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,31032989,40529019,2962900,4347153,5,5,6.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,29288578,40046369,3445550,6091564,2,2,12.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,33933075,39621103,3870816,1447067,4,4,114.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,27296162,40218301,3273618,8083980,3,2,63.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,30109171,39858280,3633639,5270971,5,5,0.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,31299411,39571309,3920610,4080731,4,4,3.1,2301201147,LC08_L1TP_018008_20160520_20170324_01_T1
10,1073,59851005,221159,78074,5,5,0.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,227,59924795,147369,78920,5,5,0.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,227,59803852,268312,78920,4,5,30.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,73647,38776570,21295594,5500,5,4,6.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,0,60057504,14660,79147,5,5,9.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,24864,59933305,138859,54283,5,4,18.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,1084,60001266,70898,78063,4,4,114.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,0,60072164,0,79147,2,2,12.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,76215,30067378,30004786,2932,3,2,63.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,77742,21052941,39019223,1405,5,5,6.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,40,60039942,32222,79107,5,5,0.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,237,59764469,307695,78910,4,4,3.1,2301201153,LC08_L1TP_029032_20160720_20170222_01_T1
10,10983370,38315886,10891252,1050143,5,5,0.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,11113578,38992591,10214547,919935,4,5,30.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,10554898,40969999,8237139,1478615,5,5,0.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,4891759,41027186,8179952,7141754,5,4,6.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,8325229,45070017,4137121,3708284,5,5,9.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,2377008,44478296,4728842,9656505,5,4,18.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,9204274,47566497,1640641,2829239,4,4,114.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,8973195,41961662,7245476,3060318,3,2,63.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,9006924,29708107,19499031,3026589,5,5,6.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,8042070,47254051,1953087,3991443,2,2,12.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,9733968,44689950,4517188,2299545,5,5,0.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,11073753,37813508,11393630,959760,4,4,3.1,2301201159,LC08_L1TP_029041_20160720_20170222_01_T1
10,20888125,30804468,5640697,816961,4,5,30.1,2301201204,LC08_L1TP_029044_20160720_20170222_01_T1
